,name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations,Taxi drives per hour
3608,New York City,2016-04-28T10:00:00,11.7,11.7,-5.2,30.47,0.0,0.0,,0.0,0.0,31.7,6.1,24.0,1017.9,34.2,16.0,380.0,1.4,4.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",329
3609,New York City,2016-04-28T11:00:00,12.4,12.4,-4.1,31.4,0.0,0.0,,0.0,0.0,,12.7,58.0,1017.6,36.7,16.0,442.1,1.6,4.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",251
3610,New York City,2016-04-28T12:00:00,13.3,13.3,-4.6,28.49,0.0,0.0,,0.0,0.0,,7.3,102.0,1018.1,38.4,16.0,432.3,1.6,4.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",322
3611,New York City,2016-04-28T13:00:00,14.2,14.2,-5.7,24.64,0.0,0.0,,0.0,0.0,,10.1,54.0,1017.2,38.4,16.0,394.0,1.4,4.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",300
3612,New York City,2016-04-28T14:00:00,13.3,13.3,0.0,40.27,0.0,0.0,,0.0,0.0,,12.1,138.0,1017.1,38.4,16.0,337.0,1.2,3.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",325
3613,New York City,2016-04-28T15:00:00,12.9,12.9,0.9,43.87,0.0,0.0,,0.0,0.0,,14.3,183.0,1017.1,37.7,16.0,196.6,0.7,2.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",303
3632,New York City,2016-04-29T10:00:00,11.4,11.4,-0.8,43.05,0.0,0.0,,0.0,0.0,,11.4,90.0,1019.7,98.2,16.0,649.0,2.3,6.0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",351
3633,New York City,2016-04-29T11:00:00,12.3,12.3,-1.6,37.95,0.0,0.0,,0.0,0.0,,18.9,102.0,1019.8,98.2,16.0,573.3,2.1,6.0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",288
3634,New York City,2016-04-29T12:00:00,12.9,12.9,-4.0,30.59,0.0,0.0,,0.0,0.0,30.0,17.6,94.0,1019.9,100.0,16.0,454.9,1.6,5.0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",318
3635,New York City,2016-04-29T13:00:00,13.8,13.8,-6.0,24.74,0.0,0.0,,0.0,0.0,27.0,21.3,93.0,1019.2,97.5,16.0,373.6,1.3,4.0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",304
3636,New York City,2016-04-29T14:00:00,13.4,13.4,-0.3,38.87,0.0,0.0,,0.0,0.0,32.4,18.2,88.0,1018.7,100.0,16.0,323.3,1.2,3.0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",314
3637,New York City,2016-04-29T15:00:00,13.5,13.5,1.6,44.43,0.0,0.0,,0.0,0.0,31.7,16.3,63.0,1018.6,98.2,16.0,269.8,1.0,3.0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",296
3656,New York City,2016-04-30T10:00:00,11.8,11.8,2.8,54.04,0.0,0.0,,0.0,0.0,,5.4,22.0,1023.2,95.7,16.0,770.0,2.8,8.0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",465
3657,New York City,2016-04-30T11:00:00,13.2,13.2,3.2,50.72,0.0,0.0,,0.0,0.0,,9.9,50.0,1022.6,89.5,16.0,825.8,3.0,8.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",368
3658,New York City,2016-04-30T12:00:00,15.4,15.4,2.7,42.66,0.0,0.0,,0.0,0.0,,7.8,74.0,1022.7,25.4,16.0,820.5,3.0,8.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",418
3659,New York City,2016-04-30T13:00:00,16.3,16.3,2.6,39.93,0.0,0.0,,0.0,0.0,,11.7,104.0,1022.1,56.2,16.0,773.8,2.8,8.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",383
3660,New York City,2016-04-30T14:00:00,16.6,16.6,3.4,41.13,0.0,0.0,,0.0,0.0,29.5,9.4,50.0,1022.3,34.2,16.0,722.3,2.6,7.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",420
3661,New York City,2016-04-30T15:00:00,16.7,16.7,0.4,33.22,0.0,0.0,,0.0,0.0,25.9,10.8,260.0,1022.7,34.2,16.0,498.0,1.8,5.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",358
3680,New York City,2016-05-01T10:00:00,8.9,7.7,6.2,83.01,1.05,,,0.0,0.0,,8.1,124.0,1023.1,100.0,9.9,,,,,"Rain, Overcast",rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",366
3681,New York City,2016-05-01T11:00:00,9.0,7.3,6.7,85.4,0.91,,,0.0,0.0,,11.3,130.0,1022.7,100.0,11.2,,,,,"Rain, Overcast",rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",354
3682,New York City,2016-05-01T12:00:00,8.7,6.5,6.2,84.55,0.52,,,0.0,0.0,,13.7,146.0,1022.3,100.0,7.7,,,,,"Rain, Overcast",rain,"72505394728,KEWR,KLGA,KNYC,72503014732",440
3683,New York City,2016-05-01T13:00:00,8.4,5.6,6.2,86.12,0.64,,,0.0,0.0,,17.4,142.0,1021.7,100.0,10.8,,,,,"Rain, Overcast",rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",389
3684,New York City,2016-05-01T14:00:00,8.8,6.9,6.4,84.83,0.06,,,0.0,0.0,,11.3,124.0,1021.2,100.0,16.0,,,,,"Rain, Overcast",rain,"72505394728,KEWR,KLGA,KNYC,72503014732",305
3685,New York City,2016-05-01T15:00:00,8.7,7.0,5.8,82.12,0.0,,,0.0,0.0,25.9,10.6,130.0,1020.8,100.0,16.0,,,,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",264
3704,New York City,2016-05-02T10:00:00,9.7,9.4,7.5,85.65,0.0,,,0.0,0.0,,5.4,262.0,1016.3,100.0,5.8,,,,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",308
3705,New York City,2016-05-02T11:00:00,11.1,11.1,8.4,83.34,0.0,,,0.0,0.0,,10.1,150.0,1014.2,100.0,6.1,,,,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",232
3706,New York City,2016-05-02T12:00:00,11.4,11.4,8.4,81.85,0.0,,,0.0,0.0,,3.0,345.0,1014.5,100.0,11.2,,,,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",277
3707,New York City,2016-05-02T13:00:00,12.2,12.2,8.8,80.02,0.0,,,0.0,0.0,,2.1,61.0,1014.0,100.0,12.9,,,,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",246
3708,New York City,2016-05-02T14:00:00,13.1,13.1,8.8,75.06,0.0,,,0.0,0.0,,2.6,284.0,1013.5,100.0,12.3,,,,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",266
3709,New York City,2016-05-02T15:00:00,13.6,13.6,8.8,72.89,0.0,,,0.0,0.0,,5.8,257.0,1013.1,100.0,14.2,,,,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",294
3728,New York City,2016-05-03T10:00:00,11.6,11.6,9.9,89.39,0.48,,,0.0,0.0,,17.3,67.0,1010.7,100.0,6.3,,,,,"Rain, Overcast",rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",400
3729,New York City,2016-05-03T11:00:00,11.1,11.1,9.9,91.91,0.6,,,0.0,0.0,,18.0,61.0,1011.1,100.0,2.6,,,,,"Rain, Overcast",rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",321
3730,New York City,2016-05-03T12:00:00,11.4,11.4,10.5,94.23,0.25,,,0.0,0.0,,15.8,73.0,1010.7,100.0,6.2,,,,,"Rain, Overcast",rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",363
3731,New York City,2016-05-03T13:00:00,11.4,11.4,10.1,91.64,0.0,,,0.0,0.0,27.7,18.1,59.0,1010.2,100.0,12.7,,,,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",317
3732,New York City,2016-05-03T14:00:00,11.2,11.2,9.8,90.6,0.0,,,0.0,0.0,27.7,15.4,66.0,1010.1,100.0,12.2,,,,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",325
3733,New York City,2016-05-03T15:00:00,11.5,11.5,10.1,90.82,0.0,,,0.0,0.0,25.9,17.7,56.0,1009.7,100.0,5.5,,,,,Overcast,cloudy,"72505394728,KEWR,KLGA,KNYC,72503014732",315
3752,New York City,2016-05-04T10:00:00,11.0,11.0,6.8,75.29,0.0,,,0.0,0.0,29.5,21.1,59.0,1008.8,100.0,16.0,,,,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",353
3753,New York City,2016-05-04T11:00:00,11.0,11.0,6.9,75.87,0.0,,,0.0,0.0,,20.7,62.0,1009.0,100.0,16.0,,,,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",293
3754,New York City,2016-05-04T12:00:00,10.7,10.7,7.7,81.67,0.0,,,0.0,0.0,29.5,19.8,66.0,1008.4,100.0,14.1,,,,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",366
3755,New York City,2016-05-04T13:00:00,10.5,10.5,7.5,81.72,0.0,,,0.0,0.0,38.9,22.3,63.0,1007.9,100.0,15.2,,,,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",311
3756,New York City,2016-05-04T14:00:00,10.3,10.3,7.4,81.93,0.0,,,0.0,0.0,,17.4,58.0,1007.6,100.0,12.4,,,,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",310
3757,New York City,2016-05-04T15:00:00,9.6,6.8,7.4,86.01,0.0,,,0.0,0.0,,21.0,54.0,1006.9,100.0,9.9,,,,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",346
3776,New York City,2016-05-05T10:00:00,10.1,10.1,6.1,75.77,0.0,,,0.0,0.0,,14.1,38.0,1006.1,100.0,16.0,,,,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",336
3777,New York City,2016-05-05T11:00:00,10.6,10.6,5.6,70.78,0.0,,,0.0,0.0,,15.6,46.0,1005.9,100.0,16.0,,,,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",259
3778,New York City,2016-05-05T12:00:00,11.3,11.3,5.6,67.9,0.0,,,0.0,0.0,,18.8,56.0,1005.7,100.0,16.0,,,,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",386
3779,New York City,2016-05-05T13:00:00,12.2,12.2,6.2,66.58,0.0,,,0.0,0.0,,17.0,66.0,1005.0,100.0,16.0,,,,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",315
3780,New York City,2016-05-05T14:00:00,12.7,12.7,6.2,64.71,0.0,,,0.0,0.0,,17.4,74.0,1004.6,100.0,16.0,,,,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",301
3781,New York City,2016-05-05T15:00:00,13.8,13.8,6.3,60.41,0.0,,,0.0,0.0,33.0,19.6,52.0,1003.8,100.0,16.0,,,,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",351
3800,New York City,2016-05-06T10:00:00,9.5,6.7,7.9,89.81,0.59,,,0.0,0.0,40.4,20.5,60.0,1005.2,100.0,7.6,,,,,"Rain, Overcast",rain,"72505394728,KLGA,KNYC,72503014732",390
3801,New York City,2016-05-06T11:00:00,9.5,7.1,7.9,89.61,2.61,,,0.0,0.0,35.1,17.1,78.0,1006.7,100.0,4.8,,,,,"Rain, Overcast",rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",376
3802,New York City,2016-05-06T12:00:00,9.7,7.2,7.8,87.44,0.63,,,0.0,0.0,31.7,19.0,60.0,1006.7,100.0,16.0,,,,,"Rain, Overcast",rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",377
3803,New York City,2016-05-06T13:00:00,10.3,10.3,8.5,88.83,0.02,,,0.0,0.0,29.5,16.6,65.0,1006.6,100.0,5.2,,,,,"Rain, Overcast",rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",345
3804,New York City,2016-05-06T14:00:00,10.9,10.9,9.4,90.77,0.23,,,0.0,0.0,,13.8,72.0,1006.6,100.0,9.7,,,,,"Rain, Overcast",rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",292
3805,New York City,2016-05-06T15:00:00,11.5,11.5,9.1,85.51,0.0,,,0.0,0.0,37.1,21.0,82.0,1006.7,100.0,16.0,,,,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",299
3824,New York City,2016-05-07T10:00:00,10.6,10.6,9.0,89.43,0.0,,,0.0,0.0,,4.8,35.0,1009.2,100.0,15.2,,,,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",395
3825,New York City,2016-05-07T11:00:00,11.1,11.1,8.6,84.14,0.0,,,0.0,0.0,,10.2,89.0,1009.1,100.0,15.7,,,,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",367
3826,New York City,2016-05-07T12:00:00,12.2,12.2,9.4,82.99,0.0,,,0.0,0.0,,8.4,56.0,1008.8,100.0,16.0,,,,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",406
3827,New York City,2016-05-07T13:00:00,13.2,13.2,9.3,76.99,0.0,,,0.0,0.0,,8.8,46.0,1008.2,100.0,16.0,,,,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",381
3828,New York City,2016-05-07T14:00:00,12.9,12.9,8.9,76.41,0.0,,,0.0,0.0,,9.5,52.0,1008.0,100.0,16.0,,,,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",336
3829,New York City,2016-05-07T15:00:00,13.6,13.6,8.9,73.17,0.0,,,0.0,0.0,,9.9,77.0,1007.6,100.0,16.0,,,,,Overcast,cloudy,"72505394728,KEWR,KLGA,KNYC,72503014732",399
3848,New York City,2016-05-08T10:00:00,11.7,11.7,10.4,91.3,0.04,,,0.0,0.0,,4.7,288.0,1003.6,100.0,10.7,,,,,"Rain, Overcast",rain,"72505394728,KEWR,KLGA,KNYC,72503014732",316
3849,New York City,2016-05-08T11:00:00,13.0,13.0,10.7,86.05,0.0,,,0.0,0.0,25.9,9.9,228.0,1004.0,98.2,12.9,,,,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",367
3850,New York City,2016-05-08T12:00:00,16.2,16.2,11.5,73.56,0.0,,,0.0,0.0,31.7,9.5,258.0,1003.7,88.9,14.2,,,,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",445
3851,New York City,2016-05-08T13:00:00,17.6,17.6,6.1,46.84,0.0,,,0.0,0.0,49.0,20.7,302.0,1003.8,85.1,16.0,,,,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",412
3852,New York City,2016-05-08T14:00:00,18.5,18.5,1.7,32.56,0.0,,,0.0,0.0,51.2,30.5,305.0,1005.3,19.2,16.0,,,,,Clear,wind,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",378
3853,New York City,2016-05-08T15:00:00,18.0,18.0,-1.5,26.55,0.0,,,0.0,0.0,52.7,31.0,314.0,1006.2,19.2,16.0,,,,,Clear,wind,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",395
3872,New York City,2016-05-09T10:00:00,17.1,17.1,1.3,34.57,0.0,,,0.0,0.0,32.4,14.9,268.0,1015.7,19.2,16.0,,,,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",283
3873,New York City,2016-05-09T11:00:00,19.3,19.3,1.2,29.81,0.0,,,0.0,0.0,38.9,14.0,270.0,1015.7,25.4,16.0,,,,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",295
3874,New York City,2016-05-09T12:00:00,21.1,21.1,1.3,26.87,0.0,,,0.0,0.0,34.8,16.1,276.0,1015.5,25.4,16.0,,,,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",346
3875,New York City,2016-05-09T13:00:00,21.9,21.9,1.1,25.15,0.0,,,0.0,0.0,42.8,22.1,260.0,1015.2,34.2,16.0,,,,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",313
3876,New York City,2016-05-09T14:00:00,22.1,22.1,1.0,24.72,0.0,,,0.0,0.0,55.6,32.9,254.0,1014.9,50.8,16.0,,,,,Partially cloudy,wind,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",280
3877,New York City,2016-05-09T15:00:00,22.4,22.4,1.7,25.63,0.0,,,0.0,0.0,55.8,22.9,263.0,1014.5,50.8,16.0,,,,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",353
3896,New York City,2016-05-10T10:00:00,13.8,13.8,-2.6,31.98,0.0,,,0.0,0.0,,5.9,40.0,1024.6,34.2,16.0,,,,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",275
3897,New York City,2016-05-10T11:00:00,15.2,15.2,-4.6,25.2,0.0,,,0.0,0.0,,6.1,311.0,1024.6,34.2,16.0,,,,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",331
3898,New York City,2016-05-10T12:00:00,16.2,16.2,-3.4,25.83,0.0,,,0.0,0.0,,4.7,299.0,1024.3,34.2,16.0,,,,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",332
3899,New York City,2016-05-10T13:00:00,16.8,16.8,-1.7,28.36,0.0,,,0.0,0.0,25.9,12.2,212.0,1023.7,89.8,16.0,,,,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",336
3900,New York City,2016-05-10T14:00:00,16.5,16.5,-1.0,30.29,0.0,,,0.0,0.0,,13.7,226.0,1023.2,35.9,16.0,,,,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",322
3901,New York City,2016-05-10T15:00:00,15.3,15.3,-1.1,32.67,0.0,,,0.0,0.0,,13.1,230.0,1023.1,52.6,16.0,,,,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",329
3920,New York City,2016-05-11T10:00:00,17.9,17.9,3.6,38.61,0.0,,,0.0,0.0,,3.2,28.0,1022.1,34.2,16.0,,,,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",261
3921,New York City,2016-05-11T11:00:00,19.5,19.5,2.5,32.34,0.0,,,0.0,0.0,,7.7,48.0,1021.9,34.2,16.0,,,,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",294
3922,New York City,2016-05-11T12:00:00,21.8,21.8,1.5,26.11,0.0,,,0.0,0.0,,2.5,13.0,1021.6,34.2,16.0,,,,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",339
3923,New York City,2016-05-11T13:00:00,22.9,22.9,0.4,22.57,0.0,,,0.0,0.0,,9.6,108.0,1021.1,34.2,16.0,,,,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",292
3924,New York City,2016-05-11T14:00:00,22.9,22.9,1.2,23.97,0.0,,,0.0,0.0,,9.7,36.0,1020.5,34.2,16.0,,,,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",286
3925,New York City,2016-05-11T15:00:00,23.2,23.2,0.9,23.04,0.0,,,0.0,0.0,27.7,9.7,173.0,1020.0,34.2,16.0,,,,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",347
3944,New York City,2016-05-12T10:00:00,19.5,19.5,1.4,29.86,0.0,,,0.0,0.0,,14.2,60.0,1020.9,19.2,16.0,,,,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",266
3945,New York City,2016-05-12T11:00:00,20.5,20.5,1.4,28.02,0.0,,,0.0,0.0,,10.0,50.0,1020.4,34.2,16.0,,,,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",311
3946,New York City,2016-05-12T12:00:00,22.5,22.5,3.0,27.9,0.0,,,0.0,0.0,,10.5,65.0,1019.7,34.2,16.0,,,,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",365
3947,New York City,2016-05-12T13:00:00,23.9,23.9,2.7,25.13,0.0,,,0.0,0.0,,9.5,96.0,1019.3,34.2,16.0,,,,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",337
3948,New York City,2016-05-12T14:00:00,24.6,24.6,3.2,24.89,0.0,,,0.0,0.0,,6.2,44.0,1018.7,34.2,16.0,,,,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",311
3949,New York City,2016-05-12T15:00:00,23.4,23.4,5.7,31.73,0.0,,,0.0,0.0,,15.5,93.0,1018.2,88.9,16.0,,,,,Partially cloudy,partly-cloudy-day,"KEWR,KLGA,72502014734,72503014732",348
3968,New York City,2016-05-13T10:00:00,18.2,18.2,14.5,78.8,0.0,,,0.0,0.0,,15.1,178.0,1012.0,100.0,13.9,,,,,Overcast,cloudy,"KEWR,KLGA,72502014734,KNYC,72503014732",288
3969,New York City,2016-05-13T11:00:00,17.4,17.4,14.2,81.45,0.0,,,0.0,0.0,,11.5,155.0,1011.6,100.0,11.8,,,,,Overcast,cloudy,"KEWR,KLGA,72502014734,KNYC,72503014732",389
3970,New York City,2016-05-13T12:00:00,17.9,17.9,14.2,79.19,0.0,,,0.0,0.0,,15.1,148.0,1010.9,100.0,13.9,,,,,Overcast,cloudy,"KEWR,KLGA,72502014734,KNYC,72503014732",348
3971,New York City,2016-05-13T13:00:00,17.6,17.6,13.8,78.61,0.0,,,0.0,0.0,,14.3,145.0,1010.2,100.0,14.8,,,,,Overcast,cloudy,"KEWR,KLGA,72502014734,KNYC,72503014732",311
3972,New York City,2016-05-13T14:00:00,17.4,17.4,13.8,79.12,0.0,,,0.0,0.0,27.7,13.0,133.0,1009.4,100.0,14.0,,,,,Overcast,cloudy,"KEWR,KLGA,72502014734,KNYC,72503014732",344
3973,New York City,2016-05-13T15:00:00,16.8,16.8,14.6,86.85,0.26,,,0.0,0.0,,15.3,155.0,1008.8,100.0,6.8,,,,,"Rain, Overcast",rain,"KEWR,KLGA,72502014734,KNYC,72503014732",270
3992,New York City,2016-05-14T10:00:00,20.9,20.9,9.8,49.15,0.0,,,0.0,0.0,,5.4,20.0,1007.6,66.2,16.0,,,,,Partially cloudy,partly-cloudy-day,"KEWR,KLGA,72502014734,KNYC,72503014732",386
3993,New York City,2016-05-14T11:00:00,21.7,21.7,10.1,47.63,0.0,,,0.0,0.0,,3.1,278.0,1007.2,88.9,16.0,,,,,Partially cloudy,partly-cloudy-day,"KEWR,KLGA,72502014734,72503014732",449
3994,New York City,2016-05-14T12:00:00,22.2,22.2,9.7,45.06,0.0,,,0.0,0.0,35.3,19.5,182.0,1006.9,88.9,16.0,,,,,Partially cloudy,partly-cloudy-day,"KEWR,KLGA,72502014734,72503014732",450
3995,New York City,2016-05-14T13:00:00,21.9,21.9,9.4,44.73,0.0,,,0.0,0.0,35.0,23.7,168.0,1006.3,88.9,16.0,,,,,Partially cloudy,partly-cloudy-day,"KEWR,KLGA,72502014734,72503014732",433
3996,New York City,2016-05-14T14:00:00,21.7,21.7,10.2,47.87,0.0,,,0.0,0.0,38.2,25.8,163.0,1005.4,79.1,16.0,,,,,Partially cloudy,partly-cloudy-day,"KEWR,KLGA,72502014734,KNYC,72503014732",386
3997,New York City,2016-05-14T15:00:00,20.5,20.5,11.5,56.46,0.0,,,0.0,0.0,33.5,18.2,148.0,1004.3,83.7,16.0,,,,,Partially cloudy,partly-cloudy-day,"KEWR,KLGA,72502014734,KNYC,72503014732",369
4016,New York City,2016-05-15T10:00:00,12.7,12.7,1.7,47.16,0.0,,,0.0,0.0,41.4,29.8,293.0,1008.5,72.7,16.0,,,,,Partially cloudy,partly-cloudy-day,"KEWR,KLGA,72502014734,KNYC,72503014732",347
4017,New York City,2016-05-15T11:00:00,13.9,13.9,1.5,43.17,0.0,,,0.0,0.0,40.7,28.5,270.0,1008.1,88.9,16.0,,,,,Partially cloudy,partly-cloudy-day,"KEWR,KLGA,72502014734,KNYC,72503014732",400
4018,New York City,2016-05-15T12:00:00,11.9,11.9,2.8,53.34,0.0,,,0.0,0.0,48.6,25.5,272.0,1008.4,88.9,16.0,,,,,Partially cloudy,partly-cloudy-day,"KEWR,KLGA,72502014734,KNYC,72503014732",474
4019,New York City,2016-05-15T13:00:00,12.6,12.6,1.8,47.6,0.0,,,0.0,0.0,41.9,22.8,268.0,1008.1,88.9,16.0,,,,,Partially cloudy,partly-cloudy-day,"KEWR,KLGA,72502014734,KNYC,72503014732",437
4020,New York City,2016-05-15T14:00:00,13.3,13.3,0.4,41.38,0.0,,,0.0,0.0,47.0,31.7,298.0,1008.0,88.9,16.0,,,,,Partially cloudy,wind,"KEWR,KLGA,72502014734,KNYC,72503014732",380
4021,New York City,2016-05-15T15:00:00,12.9,12.9,-1.7,36.32,0.0,,,0.0,0.0,51.5,38.1,278.0,1008.7,88.9,16.0,,,,,Partially cloudy,wind,"KEWR,KLGA,72502014734,KNYC,72503014732",393
4040,New York City,2016-05-16T10:00:00,9.6,6.0,-2.8,41.5,0.0,,,0.0,0.0,54.0,31.9,290.0,1018.0,72.7,16.0,,,,,Partially cloudy,wind,"KEWR,KLGA,72502014734,KNYC,72503014732",259
4041,New York City,2016-05-16T11:00:00,11.7,11.7,-4.0,33.07,0.0,,,0.0,0.0,54.0,32.9,278.0,1017.9,50.0,16.0,,,,,Partially cloudy,wind,"KEWR,KLGA,72502014734,KNYC,72503014732",299
4042,New York City,2016-05-16T12:00:00,13.3,13.3,-4.3,29.32,0.0,,,0.0,0.0,54.1,32.9,278.0,1017.8,27.2,16.0,,,,,Partially cloudy,wind,"KEWR,KLGA,72502014734,KNYC,72503014732",338
