name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
New York City,2015-05-14,22.6,10.3,16.1,22.6,10.3,16.1,0.5,37.7,0,0,0,,0,0,31.7,19.2,219.5,1027.1,13,16,350.1,30.3,10,,2015-05-14T05:40:12,2015-05-14T20:05:09,0.92,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2015-05-15,23.2,12.6,17.4,23.2,12.6,17.4,4.1,42.3,0,0,0,,0,0,44.4,18.2,245.5,1025,41.4,16,257.7,22.2,9,,2015-05-15T05:39:14,2015-05-15T20:06:07,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2015-05-16,23.2,14.5,18.9,23.2,14.5,18.9,12.9,69.3,8.07,100,29.17,rain,0,0,,14.5,157.7,1021.1,79.9,13.8,182.7,15.8,6,,2015-05-16T05:38:18,2015-05-16T20:07:05,0.99,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2015-05-17,28.1,18.2,23,28.6,18.2,23.1,17.7,73.9,1.69,100,20.83,rain,0,0,,9.5,128.3,1019.8,60.5,11,244.6,21.1,8,,2015-05-17T05:37:23,2015-05-17T20:08:02,1,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2015-05-18,23.8,15.8,18.2,23.8,15.8,18.2,13.9,76.4,0,0,0,,0,0,40.7,19.1,98.4,1020.6,76.9,11.6,255.9,22,8,,2015-05-18T05:36:30,2015-05-18T20:08:58,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2015-05-19,26.5,14.5,18.8,26.5,14.5,18.8,14.6,77.7,0.03,100,4.17,rain,0,0,27.7,13.6,142,1012.9,69,8.4,180.7,15.7,6,,2015-05-19T05:35:39,2015-05-19T20:09:55,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2015-05-20,21.7,13.3,15.7,21.7,13.3,15.7,4.4,47.4,0,0,0,,0,0,50,28.8,313.9,1012.5,41.1,16,341.2,29.4,10,,2015-05-20T05:34:49,2015-05-20T20:10:50,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2015-05-21,16.1,11.4,13.6,16.1,11.4,13.6,2.9,49.3,0,0,0,,0,0,,17.3,209.5,1014.7,78.5,16,255.3,22.1,8,,2015-05-21T05:34:01,2015-05-21T20:11:45,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2015-05-22,22.6,12.6,17.6,22.6,12.6,17.6,4.8,45.8,0,0,0,,0,0,54.4,23.5,296.4,1013.5,60.5,16,325.8,28.1,10,,2015-05-22T05:33:15,2015-05-22T20:12:39,0.1,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2015-05-23,20.7,9.6,14.8,20.7,7.9,14.7,-1.6,33.6,0,0,0,,0,0,56.7,21.8,290.3,1027,5.9,16,365.6,31.5,10,,2015-05-23T05:32:31,2015-05-23T20:13:32,0.14,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2015-05-24,27,12.8,19.7,26.3,12.8,19.7,5.8,42,0,0,0,,0,0,36.1,23.8,205.8,1026.1,22.7,16,333.1,28.8,10,,2015-05-24T05:31:48,2015-05-24T20:14:24,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2015-05-25,29.3,17.9,23.6,28.8,17.9,23.4,12.5,51,0,0,0,,0,0,53.5,27.3,213.4,1023.2,29.4,16,282.5,24.6,9,,2015-05-25T05:31:08,2015-05-25T20:15:16,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2015-05-26,30.5,19.3,24.5,30.5,19.3,24.5,14.5,54.3,0,0,0,,0,0,37.8,21.3,200,1021.7,24.9,16,231,19.9,8,,2015-05-26T05:30:29,2015-05-26T20:16:06,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2015-05-27,28.1,21.1,23.8,29.3,21.1,23.9,17.8,69.5,1.7,100,16.67,rain,0,0,41.1,30.6,195.3,1020.6,58.8,14.5,274.9,23.7,9,,2015-05-27T05:29:52,2015-05-27T20:16:56,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2015-05-28,28.6,21,24.6,30.1,21,25,17.7,67.4,0,0,0,,0,0,27.7,14.6,204.5,1020.7,60,13.7,235.9,20.3,7,,2015-05-28T05:29:17,2015-05-28T20:17:45,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2015-05-29,28,18.3,22.4,27.6,18.3,22.3,12.6,55.1,0,0,0,,0,0,25.9,16.7,80.4,1024.5,19.4,16,348.4,30.1,10,,2015-05-29T05:28:44,2015-05-29T20:18:33,0.42,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2015-05-30,28.6,19.2,23.6,29.4,19.2,23.7,17,67.8,0,0,0,,0,0,46.4,21.3,162.4,1020.8,28.1,15.9,332,28.7,10,,2015-05-30T05:28:12,2015-05-30T20:19:19,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2015-05-31,29.7,17,22.9,30.9,17,23,17.7,73.7,29.68,100,41.67,rain,0,0,42.5,19.1,176.6,1017.5,65.7,13.7,294.2,25.6,9,,2015-05-31T05:27:43,2015-05-31T20:20:05,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
