,name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations,Taxi drives per hour
6944,New York City,2018-03-14T12:00:00,3.9,-0.3,-7.0,44.84,0.0,0.0,,0.0,0.0,40.7,20.1,276.0,1001.9,35.9,16.0,778.0,2.8,8.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",10699
6945,New York City,2018-03-14T13:00:00,3.9,-1.7,-7.1,44.24,0.0,0.0,,0.0,0.0,52.7,34.7,256.0,1001.6,56.2,16.0,844.0,3.0,8.0,,Partially cloudy,wind,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",10216
6946,New York City,2018-03-14T14:00:00,4.5,-0.6,-7.1,42.88,0.0,0.0,,0.0,0.0,45.1,29.9,248.0,1000.6,88.9,16.0,437.0,1.6,4.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",10579
6947,New York City,2018-03-14T15:00:00,4.4,-0.2,-6.8,44.16,0.0,0.0,,0.0,0.0,41.6,25.0,273.0,999.7,88.9,16.0,344.0,1.2,3.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",11769
6948,New York City,2018-03-14T16:00:00,4.5,0.2,-6.3,45.41,0.0,0.0,,0.0,0.0,47.2,23.0,272.0,999.2,95.7,16.0,300.0,1.1,3.0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",10800
6966,New York City,2018-03-15T10:00:00,2.2,-3.0,-7.7,47.91,0.0,0.0,,0.0,0.0,44.7,24.6,278.0,1002.3,31.0,16.0,380.0,1.4,4.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",10406
6967,New York City,2018-03-15T11:00:00,3.7,-1.4,-8.1,41.74,0.0,0.0,,0.0,0.0,49.7,28.4,278.0,1001.8,19.2,16.0,667.0,2.4,7.0,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",9950
6968,New York City,2018-03-15T12:00:00,5.4,1.8,-8.8,35.24,0.0,0.0,,0.0,0.0,38.4,18.4,288.0,1001.3,10.5,16.0,768.0,2.8,8.0,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",10894
6969,New York City,2018-03-15T13:00:00,6.3,2.4,-8.6,33.42,0.0,0.0,,0.0,0.0,37.1,23.2,271.0,1000.9,10.5,16.0,821.0,3.0,8.0,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",10386
6970,New York City,2018-03-15T14:00:00,6.9,3.0,-8.8,31.84,0.0,0.0,,0.0,0.0,47.3,24.9,259.0,1000.1,27.1,16.0,800.0,2.9,8.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",10582
6971,New York City,2018-03-15T15:00:00,8.2,5.1,-8.0,30.97,0.0,0.0,,0.0,0.0,50.3,20.5,277.0,999.3,19.2,16.0,702.0,2.5,7.0,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",11516
6972,New York City,2018-03-15T16:00:00,8.5,5.5,-8.5,29.13,0.0,0.0,,0.0,0.0,38.7,20.6,254.0,999.0,88.9,16.0,525.0,1.9,5.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",10431
6990,New York City,2018-03-16T10:00:00,2.1,-2.5,-7.5,48.95,0.0,0.0,,0.0,0.0,44.4,19.5,312.0,1006.7,82.6,16.0,638.0,2.3,6.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",10227
6991,New York City,2018-03-16T11:00:00,2.7,-2.2,-8.0,45.2,0.0,0.0,,0.0,0.0,41.2,22.6,302.0,1007.1,88.9,16.0,419.0,1.5,4.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",9841
6992,New York City,2018-03-16T12:00:00,3.8,-1.1,-9.0,38.66,0.0,0.0,,0.0,0.0,45.1,26.0,302.0,1007.3,95.7,16.0,651.0,2.3,7.0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",10778
6993,New York City,2018-03-16T13:00:00,3.6,-1.0,-7.9,42.77,0.0,0.0,,0.0,0.0,44.4,22.8,305.0,1007.4,90.6,16.0,427.0,1.5,4.0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",10217
6994,New York City,2018-03-16T14:00:00,3.8,-1.5,-9.3,37.71,0.0,0.0,,0.0,0.0,49.5,30.0,292.0,1007.2,95.7,16.0,523.0,1.9,5.0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",10801
6995,New York City,2018-03-16T15:00:00,3.5,-1.4,-9.3,38.43,0.0,0.0,,0.0,0.0,57.1,25.7,302.0,1007.7,82.6,16.0,398.0,1.4,4.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",11747
6996,New York City,2018-03-16T16:00:00,3.1,-2.5,-10.3,36.58,0.0,0.0,,0.0,0.0,51.0,31.3,308.0,1008.3,89.5,16.0,423.0,1.5,4.0,,Partially cloudy,wind,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",9997
7014,New York City,2018-03-17T10:00:00,-0.1,-4.7,-11.2,42.8,0.0,0.0,,0.0,0.0,32.1,16.0,269.0,1011.3,10.5,16.0,526.0,1.9,5.0,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",7920
7015,New York City,2018-03-17T11:00:00,1.7,-3.5,-11.5,36.66,0.0,0.0,,0.0,0.0,37.8,23.7,283.0,1010.1,10.5,16.0,687.0,2.5,7.0,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",8657
7016,New York City,2018-03-17T12:00:00,3.8,-0.7,-11.0,32.97,0.0,0.0,,0.0,0.0,35.8,22.0,292.0,1008.8,10.5,16.0,791.0,2.8,8.0,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",9397
7017,New York City,2018-03-17T13:00:00,5.1,1.6,-11.9,28.04,0.0,0.0,,0.0,0.0,36.6,16.7,281.0,1008.2,25.4,16.0,808.0,2.9,8.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",9870
7018,New York City,2018-03-17T14:00:00,7.6,3.3,-12.1,23.37,0.0,0.0,,0.0,0.0,48.9,31.9,262.0,1006.7,25.4,16.0,817.0,2.9,8.0,,Partially cloudy,wind,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",9669
7019,New York City,2018-03-17T15:00:00,8.7,5.4,-12.5,20.86,0.0,0.0,,0.0,0.0,48.8,23.7,278.0,1005.7,34.2,16.0,653.0,2.4,7.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",9626
7020,New York City,2018-03-17T16:00:00,8.6,5.5,-11.9,22.06,0.0,0.0,,0.0,0.0,43.6,21.5,277.0,1005.1,34.2,16.0,317.0,1.1,3.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",9349
7038,New York City,2018-03-18T10:00:00,-1.1,-6.3,-20.5,21.28,0.0,0.0,,0.0,0.0,33.3,18.4,306.0,1014.4,0.0,16.0,532.0,1.9,5.0,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",6995
7039,New York City,2018-03-18T11:00:00,-0.5,-5.9,-22.4,17.41,0.0,0.0,,0.0,0.0,37.1,19.9,312.0,1014.6,4.4,16.0,693.0,2.5,7.0,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",8255
7040,New York City,2018-03-18T12:00:00,1.1,-3.5,-22.1,15.82,0.0,0.0,,0.0,0.0,,17.9,318.0,1014.4,4.4,16.0,798.0,2.9,8.0,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",9246
7041,New York City,2018-03-18T13:00:00,2.6,-1.6,-21.2,15.42,0.0,0.0,,0.0,0.0,34.1,17.2,306.0,1014.1,4.4,16.0,840.0,3.0,8.0,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",9326
7042,New York City,2018-03-18T14:00:00,3.9,0.6,-17.6,19.01,0.0,0.0,,0.0,0.0,30.7,14.1,314.0,1013.5,10.5,16.0,819.0,2.9,8.0,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",9036
7043,New York City,2018-03-18T15:00:00,4.9,0.3,-15.5,21.28,0.0,0.0,,0.0,0.0,44.9,25.4,315.0,1012.9,10.5,16.0,735.0,2.6,7.0,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",8720
7044,New York City,2018-03-18T16:00:00,5.4,2.0,-15.2,21.07,0.0,0.0,,0.0,0.0,35.4,17.1,325.0,1012.6,4.4,16.0,595.0,2.1,6.0,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",8270
7062,New York City,2018-03-19T10:00:00,2.5,-1.7,-10.3,38.32,0.0,0.0,,0.0,0.0,25.9,18.0,31.0,1014.6,19.2,16.0,498.0,1.8,5.0,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",8633
7063,New York City,2018-03-19T11:00:00,3.5,0.9,-11.0,33.78,0.0,0.0,,0.0,0.0,,10.3,360.0,1014.9,10.5,16.0,685.0,2.5,7.0,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",7710
7064,New York City,2018-03-19T12:00:00,4.9,1.5,-10.5,31.9,0.0,0.0,,0.0,0.0,,15.4,336.0,1014.4,10.5,16.0,801.0,2.9,8.0,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",8307
7065,New York City,2018-03-19T13:00:00,5.7,3.7,-11.4,28.0,0.0,0.0,,0.0,0.0,,9.5,309.0,1014.0,10.5,16.0,845.0,3.0,8.0,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",8195
7066,New York City,2018-03-19T14:00:00,6.5,3.9,-12.1,25.15,0.0,0.0,,0.0,0.0,35.3,13.3,316.0,1013.7,14.1,16.0,821.0,3.0,8.0,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",8381
7067,New York City,2018-03-19T15:00:00,7.5,4.8,-14.7,18.94,0.0,0.0,,0.0,0.0,25.9,14.8,299.0,1013.0,14.1,16.0,740.0,2.7,7.0,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",8834
7068,New York City,2018-03-19T16:00:00,8.0,5.0,-14.1,19.24,0.0,0.0,,0.0,0.0,29.5,18.9,304.0,1013.0,19.2,16.0,586.0,2.1,6.0,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",8552
7086,New York City,2018-03-20T10:00:00,0.6,-3.4,-11.8,38.77,0.0,0.0,,0.0,0.0,,14.1,55.0,1014.9,38.4,16.0,218.0,0.8,2.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",10101
7087,New York City,2018-03-20T11:00:00,0.3,-5.1,-11.6,40.41,0.0,0.0,,0.0,0.0,,22.1,53.0,1014.5,55.1,16.0,160.0,0.6,2.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",9376
7088,New York City,2018-03-20T12:00:00,0.8,-4.2,-10.9,41.19,0.0,0.0,,0.0,0.0,,19.9,59.0,1014.3,99.1,16.0,154.0,0.6,2.0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",10023
7089,New York City,2018-03-20T13:00:00,1.4,-3.3,-12.4,35.02,0.0,0.0,,0.0,0.0,,19.2,65.0,1013.1,100.0,16.0,133.0,0.5,1.0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",9844
7090,New York City,2018-03-20T14:00:00,1.8,-3.1,-12.7,33.35,0.0,0.0,,0.0,0.0,,20.9,51.0,1012.4,100.0,16.0,95.0,0.3,1.0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",10358
7091,New York City,2018-03-20T15:00:00,2.9,-1.5,-11.2,34.77,0.0,0.0,,0.0,0.0,,18.9,63.0,1011.0,100.0,16.0,144.0,0.5,1.0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",10387
7092,New York City,2018-03-20T16:00:00,3.2,-1.2,-11.8,32.47,0.0,0.0,,0.0,0.0,,20.1,53.0,1009.9,99.1,16.0,119.0,0.4,1.0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",9548
7110,New York City,2018-03-21T10:00:00,-0.5,-6.5,-1.8,91.07,2.04,100.0,"rain,snow",0.85,1.82,39.2,25.0,42.0,1005.2,72.4,0.2,77.0,0.3,1.0,,"Snow, Rain, Partially cloudy",snow,"72505394728,KEWR,KLGA,F1417,KNYC,72503014732",7021
7111,New York City,2018-03-21T11:00:00,-0.4,-6.5,-1.3,93.61,2.68,100.0,"rain,snow",0.85,2.66,41.3,26.0,35.0,1004.6,74.6,0.4,112.0,0.4,1.0,,"Snow, Rain, Partially cloudy",snow,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",6156
7112,New York City,2018-03-21T12:00:00,0.1,-5.3,-1.3,90.52,0.71,100.0,"rain,snow",0.85,3.51,40.7,21.7,41.0,1004.4,100.0,1.7,130.0,0.5,1.0,,"Snow, Rain, Overcast",snow,"72505394728,KEWR,KLGA,F1417,KNYC,72503014732",6208
7113,New York City,2018-03-21T13:00:00,0.1,-5.9,-1.3,90.28,1.07,100.0,"rain,snow",0.85,4.36,40.7,26.4,37.0,1004.2,100.0,0.6,122.0,0.4,1.0,,"Snow, Rain, Overcast",snow,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",6281
7114,New York City,2018-03-21T14:00:00,0.1,-5.8,-1.3,90.28,1.89,100.0,"rain,snow",0.85,5.21,39.8,26.0,39.0,1003.6,100.0,0.4,135.0,0.5,1.0,,"Snow, Rain, Overcast",snow,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",6200
7115,New York City,2018-03-21T15:00:00,0.0,-5.3,-1.6,88.93,0.93,100.0,"rain,snow",0.85,6.06,45.6,20.8,41.0,1003.2,100.0,1.8,106.0,0.4,1.0,,"Snow, Rain, Overcast",snow,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",5736
7116,New York City,2018-03-21T16:00:00,0.1,-4.9,-1.3,90.23,1.02,100.0,"rain,snow",0.85,6.91,35.3,18.8,18.0,1003.1,100.0,3.0,78.0,0.3,1.0,,"Snow, Rain, Overcast",snow,"72505394728,KEWR,KLGA,F1417,KNYC,72503014732",5771
7134,New York City,2018-03-22T10:00:00,3.0,-0.7,-3.5,62.59,0.0,0.0,,0.0,19.02,32.4,14.9,309.0,1008.7,53.5,14.2,323.0,1.2,3.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",9041
7135,New York City,2018-03-22T11:00:00,4.4,1.5,-4.3,53.1,0.0,0.0,,0.0,18.28,37.1,12.6,330.0,1008.8,48.6,16.0,326.0,1.2,3.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",7977
7136,New York City,2018-03-22T12:00:00,6.5,3.9,-4.1,46.61,0.0,0.0,,0.0,17.55,,12.8,316.0,1009.0,34.2,16.0,749.0,2.7,7.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",8798
7137,New York City,2018-03-22T13:00:00,7.0,3.8,-4.9,42.49,0.0,0.0,,0.0,16.81,28.3,18.4,308.0,1009.1,34.2,16.0,852.0,3.1,9.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",8506
7138,New York City,2018-03-22T14:00:00,8.0,4.6,-5.5,38.0,0.0,0.0,,0.0,16.08,35.9,22.1,309.0,1009.1,25.4,16.0,840.0,3.0,8.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",8827
7139,New York City,2018-03-22T15:00:00,8.8,5.5,-5.4,36.18,0.0,0.0,,0.0,15.34,41.1,24.6,304.0,1008.8,34.2,16.0,747.0,2.7,7.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",9013
7140,New York City,2018-03-22T16:00:00,9.2,7.1,-5.4,35.37,0.0,0.0,,0.0,14.61,32.7,13.9,316.0,1009.1,34.2,16.0,608.0,2.2,6.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",8842
7158,New York City,2018-03-23T10:00:00,4.1,1.1,-5.9,48.02,0.0,0.0,,0.0,5.56,,12.9,310.0,1016.3,34.2,16.0,398.0,1.4,4.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",9258
7159,New York City,2018-03-23T11:00:00,5.4,2.2,-6.0,43.69,0.0,0.0,,0.0,5.35,,15.2,314.0,1016.1,34.2,16.0,684.0,2.5,7.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",8502
7160,New York City,2018-03-23T12:00:00,7.2,5.0,-5.8,39.04,0.0,0.0,,0.0,5.14,,11.5,310.0,1015.5,27.9,16.0,808.0,2.9,8.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",9162
7161,New York City,2018-03-23T13:00:00,8.8,8.8,-5.8,35.04,0.0,0.0,,0.0,4.93,27.7,4.3,338.0,1015.1,19.2,16.0,860.0,3.1,9.0,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",8548
7162,New York City,2018-03-23T14:00:00,8.8,8.1,-6.5,33.32,0.0,0.0,,0.0,4.72,31.7,6.2,324.0,1014.6,35.9,16.0,865.0,3.1,9.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",8756
7163,New York City,2018-03-23T15:00:00,9.0,6.8,-6.7,32.3,0.0,0.0,,0.0,4.51,33.5,13.9,313.0,1014.2,82.6,16.0,390.0,1.4,4.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",9720
7164,New York City,2018-03-23T16:00:00,8.7,6.5,-6.8,32.66,0.0,0.0,,0.0,4.3,37.1,13.6,316.0,1014.2,95.7,16.0,178.0,0.6,2.0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",8990
7182,New York City,2018-03-24T10:00:00,4.9,1.7,-7.1,41.32,0.0,0.0,,0.0,0.0,33.5,14.6,330.0,1019.9,15.6,16.0,561.0,2.0,6.0,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",7427
7183,New York City,2018-03-24T11:00:00,6.6,4.5,-7.4,35.95,0.0,0.0,,0.0,0.0,37.1,10.4,346.0,1019.1,10.5,16.0,722.0,2.6,7.0,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",8083
7184,New York City,2018-03-24T12:00:00,7.5,4.3,-8.0,32.45,0.0,0.0,,0.0,0.0,,19.4,318.0,1019.0,10.5,16.0,826.0,3.0,8.0,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",8396
7185,New York City,2018-03-24T13:00:00,8.6,6.1,-8.7,28.45,0.0,0.0,,0.0,0.0,33.5,15.7,313.0,1018.9,10.5,16.0,871.0,3.1,9.0,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",8463
7186,New York City,2018-03-24T14:00:00,8.8,6.7,-9.1,27.12,0.0,0.0,,0.0,0.0,42.5,13.8,295.0,1018.1,32.3,16.0,855.0,3.1,9.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",8291
7187,New York City,2018-03-24T15:00:00,9.6,7.2,-9.2,25.6,0.0,0.0,,0.0,0.0,33.5,16.5,310.0,1017.4,32.5,16.0,773.0,2.8,8.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,F1417,KNYC,72503014732",8099
7188,New York City,2018-03-24T16:00:00,9.7,7.7,-9.2,25.34,0.0,0.0,,0.0,0.0,35.3,13.6,292.0,1016.8,15.6,16.0,628.0,2.3,6.0,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",7880
7206,New York City,2018-03-25T10:00:00,4.3,0.0,-2.9,59.54,0.0,0.0,,0.0,0.0,27.7,21.3,42.0,1027.7,96.2,16.0,251.0,0.9,3.0,,Overcast,cloudy,"72505394728,KEWR,KLGA,F1417,KNYC,72503014732",6191
7207,New York City,2018-03-25T11:00:00,4.7,1.3,-1.3,64.9,0.0,0.0,,0.0,0.0,31.5,16.3,65.0,1028.9,98.2,16.0,443.0,1.6,4.0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",8191
7208,New York City,2018-03-25T12:00:00,6.1,2.3,-2.0,56.07,0.0,0.0,,0.0,0.0,41.2,20.8,70.0,1029.6,98.2,16.0,558.0,2.0,6.0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",8931
7209,New York City,2018-03-25T13:00:00,5.5,1.6,-2.8,55.15,0.0,0.0,,0.0,0.0,36.3,21.4,64.0,1030.2,98.2,16.0,308.0,1.1,3.0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",9548
7210,New York City,2018-03-25T14:00:00,5.6,1.9,-3.2,52.91,0.0,0.0,,0.0,0.0,,19.9,58.0,1030.4,98.2,16.0,274.0,1.0,3.0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",9500
7211,New York City,2018-03-25T15:00:00,5.8,2.2,-3.7,50.66,0.0,0.0,,0.0,0.0,,18.9,51.0,1030.6,95.7,16.0,139.0,0.5,1.0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",8610
7212,New York City,2018-03-25T16:00:00,5.8,2.9,-4.3,48.29,0.0,0.0,,0.0,0.0,37.1,13.8,52.0,1031.0,95.7,16.0,114.0,0.4,1.0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",8174
7230,New York City,2018-03-26T10:00:00,4.9,0.8,-6.5,43.37,0.0,0.0,,0.0,0.0,,21.1,50.0,1039.6,6.6,16.0,662.3,2.4,7.0,,Clear,clear-day,"72505394728,72502014734,72503014732",8351
7231,New York City,2018-03-26T11:00:00,5.2,1.2,-6.9,41.27,0.0,0.0,,0.0,0.0,,20.4,56.0,1040.1,0.0,16.0,780.5,2.8,8.0,,Clear,clear-day,"72505394728,72502014734,72503014732",7684
7232,New York City,2018-03-26T12:00:00,6.5,3.2,-7.2,36.95,0.0,0.0,,0.0,0.0,36.1,17.5,64.0,1040.1,0.0,16.0,846.8,3.0,8.0,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",8365
7233,New York City,2018-03-26T13:00:00,7.0,4.2,-8.7,31.78,0.0,0.0,,0.0,0.0,,15.0,69.0,1039.7,0.0,16.0,845.5,3.0,8.0,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",8206
7234,New York City,2018-03-26T14:00:00,8.5,7.9,-8.0,30.3,0.0,0.0,,0.0,0.0,31.7,5.6,31.0,1039.1,10.5,16.0,776.8,2.8,8.0,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",8419
7235,New York City,2018-03-26T15:00:00,8.8,6.9,-8.6,28.28,0.0,0.0,,0.0,0.0,,12.0,60.0,1038.5,10.5,16.0,650.3,2.3,7.0,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",8817
7236,New York City,2018-03-26T16:00:00,9.4,8.0,-7.8,28.83,0.0,0.0,,0.0,0.0,,9.5,70.0,1037.9,4.4,16.0,607.0,2.2,6.0,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",8657
7254,New York City,2018-03-27T10:00:00,4.2,2.2,-6.5,45.53,0.0,0.0,,0.0,0.0,,8.1,62.0,1035.0,36.7,16.0,412.0,1.5,4.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",8382
7255,New York City,2018-03-27T11:00:00,4.7,2.9,-5.7,46.73,0.0,0.0,,0.0,0.0,,7.8,40.0,1034.7,38.4,16.0,482.0,1.7,5.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",7834
7256,New York City,2018-03-27T12:00:00,5.7,3.6,-5.4,44.76,0.0,0.0,,0.0,0.0,,10.1,67.0,1033.5,38.4,16.0,418.0,1.5,4.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",8345
7257,New York City,2018-03-27T13:00:00,6.3,4.2,-6.1,40.6,0.0,0.0,,0.0,0.0,,10.1,2.0,1033.0,38.4,16.0,444.0,1.6,4.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",7859
7258,New York City,2018-03-27T14:00:00,6.8,6.8,-5.7,40.37,0.0,0.0,,0.0,0.0,,4.3,49.0,1031.8,38.4,16.0,452.0,1.6,5.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",8667
7259,New York City,2018-03-27T15:00:00,6.8,4.9,-6.3,38.46,0.0,0.0,,0.0,0.0,,9.8,189.0,1030.4,38.4,16.0,371.0,1.3,4.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",9705
7260,New York City,2018-03-27T16:00:00,6.7,5.3,-6.9,37.07,0.0,0.0,,0.0,0.0,,7.3,152.3,1029.3,38.4,16.0,203.0,0.7,2.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",9584
7278,New York City,2018-03-28T10:00:00,5.3,3.1,2.4,81.78,0.0,0.0,,0.0,0.0,,9.4,236.0,1017.6,97.5,13.8,144.0,0.5,1.0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",9609
