name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"New York City,2018-05-15T16:00:00,31.4,32.9,19,47.76,0,0,,0,0,44,13.4,207,1006.4,25.4,14.8,662,2.4,7,,Partially cloudy,partly-cloudy-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-15T17:00:00,30.7,32.1,19.1,49.95,0,0,,0,0,53.5,33.7,227,1007,20,14.7,264,1,3,,Clear,wind,""72505394728,KEWR,KLGA,F1417,KNYC,72503014732"""
"New York City,2018-05-15T18:00:00,19.6,19.6,18.1,90.66,4.53,100,rain,0,0,60,7.5,312,1010.7,100,5.6,57,0.2,1,,""Rain, Overcast"",rain,""72505394728,KEWR,KLGA,KNYC,72503014732"""
"New York City,2018-05-15T19:00:00,18.9,18.9,17.7,92.42,2.98,100,rain,0,0,,9.5,283,1011.4,100,4.9,14.8,0.1,0,,""Rain, Overcast"",rain,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-15T20:00:00,19.6,19.6,18.5,93.65,2.36,100,rain,0,0,,6.3,310,1011.5,91.4,12.3,0,,0,,""Rain, Overcast"",rain,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-15T21:00:00,19.9,19.9,18.2,90.39,0.04,100,rain,0,0,,2.1,328,1013,35.9,14.8,0,,0,,""Rain, Partially cloudy"",rain,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-15T22:00:00,19.6,19.6,18.2,91.61,0,0,,0,0,,2.4,314,1014.1,93.1,14.8,0,,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-15T23:00:00,19.6,19.6,18.1,91.03,0,0,,0,0,,7,345,1015,100,14.8,0,,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-16T00:00:00,17.9,17.9,14.7,81.6,0,0,,0,0,,14.5,23,1015.7,98.2,16,0,,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-16T01:00:00,17.6,17.6,13.8,78.43,0,0,,0,0,,11.5,12,1015.9,88.9,16,0,,0,,Partially cloudy,partly-cloudy-night,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-16T02:00:00,17.3,17.3,14.1,81.31,0,0,,0,0,,5.2,21,1016.2,100,16,0,,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-16T03:00:00,17.7,17.7,14.1,79.11,0,0,,0,0,,8.1,16,1016.1,98.2,16,0,,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-16T04:00:00,17.4,17.4,13.5,78.35,0,0,,0,0,,5.8,13,1016.3,98.2,16,0,,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-16T05:00:00,17.2,17.2,13,76.51,0,0,,0,0,,9.2,48,1016.7,98.2,16,0.1,0,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-16T06:00:00,17.1,17.1,13.1,77.46,0,0,,0,0,,7.1,65,1017.4,93.1,16,8,0,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-16T07:00:00,17.6,17.6,13.1,75.06,0,0,,0,0,,2.9,22,1018.5,100,16,32,0.1,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-16T08:00:00,17.5,17.5,13.7,78.79,0,0,,0,0,,6.7,54,1018.8,100,16,100,0.4,1,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,F1417,72503014732"""
"New York City,2018-05-16T09:00:00,17.9,17.9,13.5,75.82,0,0,,0,0,,11.1,56,1018.9,100,16,166,0.6,2,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,F1417,72503014732"""
"New York City,2018-05-16T10:00:00,17.8,17.8,13.5,76.07,0,0,,0,0,,10.1,73,1019.2,100,16,167,0.6,2,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,F1417,72503014732"""
"New York City,2018-05-16T11:00:00,17.1,17.1,14,82.06,0,0,,0,0,,5.5,27,1019.7,100,11.1,94,0.3,1,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-16T12:00:00,16.8,16.8,13.8,82.09,0.18,100,rain,0,0,,9.8,71,1020.1,100,14.2,143,0.5,1,,""Rain, Overcast"",rain,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-16T13:00:00,15.6,15.6,14.2,91.36,0.38,100,rain,0,0,,8.4,63,1020,100,6,87,0.3,1,,""Rain, Overcast"",rain,""72505394728,KEWR,KLGA,F1417,KNYC,72503014732"""
"New York City,2018-05-16T14:00:00,15.7,15.7,14.1,90.53,1.75,100,rain,0,0,,6.5,29,1019.7,100,4,85,0.3,1,,""Rain, Overcast"",rain,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-16T15:00:00,15.6,15.6,14.7,94.71,1.46,100,rain,0,0,,9.2,67,1019.6,100,5.3,68,0.2,1,,""Rain, Overcast"",rain,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-16T16:00:00,15.6,15.6,14.3,91.41,0.7,100,rain,0,0,29.5,11.4,84,1019.1,100,6.7,51,0.2,1,,""Rain, Overcast"",rain,""72505394728,KEWR,KLGA,F1417,KNYC,72503014732"""
"New York City,2018-05-16T17:00:00,15.4,15.4,14.2,92.56,0.99,100,rain,0,0,,14,100,1018.9,100,8.4,44,0.2,0,,""Rain, Overcast"",rain,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-16T18:00:00,14.8,14.8,14.1,95.44,1.7,100,rain,0,0,,9.6,61,1018.8,100,5.2,26,0.1,0,,""Rain, Overcast"",rain,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-16T19:00:00,14.3,14.3,13.6,95.46,0.88,100,rain,0,0,,8.1,61,1018.4,100,5.3,16,0.1,0,,""Rain, Overcast"",rain,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-16T20:00:00,14.2,14.2,13.6,96.16,0.64,100,rain,0,0,,8.3,61,1018.6,100,5.5,7,0,0,,""Rain, Overcast"",rain,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-16T21:00:00,14.1,14.1,13.5,95.9,0.22,100,rain,0,0,,4.8,31,1018.3,100,6,0,,0,,""Rain, Overcast"",rain,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-16T22:00:00,14.1,14.1,13.1,93.76,0,0,,0,0,,3.9,26,1018.1,100,5,0,,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,KNYC,72503014732"""
"New York City,2018-05-16T23:00:00,13.8,13.8,13.2,95.89,0,0,,0,0,,8.4,62,1017.7,100,2.6,0,,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-17T00:00:00,13.6,13.6,13.2,97.1,0.02,100,rain,0,0,,4.8,21,1017.2,100,1.7,0,,0,,""Rain, Overcast"",rain,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-17T01:00:00,13.3,13.3,12.9,97.09,0.09,100,rain,0,0,,8.1,42,1016.9,90.6,1.7,0,,0,,""Rain, Overcast"",rain,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-17T02:00:00,13.2,13.2,12.8,97.09,0.3,100,rain,0,0,,8.4,36,1016.5,100,2.3,0,,0,,""Rain, Overcast"",rain,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-17T03:00:00,13.2,13.2,12.8,97.09,0,0,,0,0,,9.7,45,1016,100,2.2,0,,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-17T04:00:00,13.2,13.2,12.8,97.09,0.08,100,rain,0,0,,9.6,38,1015.2,90.6,1.7,0,,0,,""Rain, Overcast"",rain,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-17T05:00:00,13.5,13.5,13.1,97.1,0.33,100,rain,0,0,,7.9,36,1014.8,65.2,3.6,0.2,0,0,,""Rain, Partially cloudy"",rain,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-17T06:00:00,13.6,13.6,13.2,97.1,1.25,100,rain,0,0,,7.2,49,1015,100,4.8,6,0,0,,""Rain, Overcast"",rain,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-17T07:00:00,13.7,13.7,13.6,99.21,1.4,100,rain,0,0,,3,16,1015.8,100,2.2,11,0,0,,""Rain, Overcast"",rain,""72505394728,KEWR,KLGA,F1417,KNYC,72503014732"""
"New York City,2018-05-17T08:00:00,14,14,13.6,97.31,1.31,100,rain,0,0,,3.9,16,1015.9,100,5,77,0.3,1,,""Rain, Overcast"",rain,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-17T09:00:00,14.8,14.8,14.1,95.38,0.38,100,rain,0,0,,3.5,22,1016.3,100,7.1,115,0.4,1,,""Rain, Overcast"",rain,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-17T10:00:00,15.5,15.5,14.2,92.13,0.07,100,rain,0,0,,4.4,24,1016.5,100,7.6,176,0.6,2,,""Rain, Overcast"",rain,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-17T11:00:00,16,16,14.6,91.33,0,0,,0,0,,3.8,25,1016.7,100,7.1,218,0.8,2,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-17T12:00:00,16.7,16.7,15.3,91.65,0.23,100,rain,0,0,,3.4,36,1016.9,100,6.4,202,0.7,2,,""Rain, Overcast"",rain,""72505394728,KEWR,KLGA,F1417,KNYC,72503014732"""
"New York City,2018-05-17T13:00:00,17.3,17.3,15.6,89.54,0,0,,0,0,,2.3,24,1017.1,89.8,7,211,0.8,2,,Partially cloudy,partly-cloudy-day,""72505394728,KEWR,KLGA,F1417,KNYC,72503014732"""
"New York City,2018-05-17T14:00:00,18.7,18.7,16,84.42,0,0,,0,0,,1.7,7,1017.1,92.2,9.4,387,1.4,4,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-17T15:00:00,20.4,20.4,17,80.91,0,0,,0,0,,2.1,294,1016.7,38.4,13.7,410,1.5,4,,Partially cloudy,partly-cloudy-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-17T16:00:00,21.5,21.5,16.8,74.66,0,0,,0,0,,0.9,331,1016.5,36.7,14.3,404,1.5,4,,Partially cloudy,partly-cloudy-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-17T17:00:00,21.6,21.6,17.1,75.76,0,0,,0,0,,6.3,287,1016.7,36.7,15.5,270,1,3,,Partially cloudy,partly-cloudy-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-17T18:00:00,22,22,17.2,74.38,0,0,,0,0,,3.6,278,1016.9,36.7,14.8,188,0.7,2,,Partially cloudy,partly-cloudy-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-17T19:00:00,21.6,21.6,17.1,75.36,0,0,,0,0,,3.3,55,1017,36.7,14.2,80,0.3,1,,Partially cloudy,partly-cloudy-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-17T20:00:00,20.8,20.8,17.2,80.06,0,0,,0,0,,8.7,180,1017.3,37.7,13.4,19,0.1,0,,Partially cloudy,partly-cloudy-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-17T21:00:00,20.7,20.7,17.2,80.58,0,0,,0,0,,3.7,273,1017.9,37.7,14.4,0,,0,,Partially cloudy,partly-cloudy-night,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-17T22:00:00,20.4,20.4,17.2,81.66,0,0,,0,0,,6.7,250,1018.6,37.7,14.4,0,,0,,Partially cloudy,partly-cloudy-night,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-17T23:00:00,19.8,19.8,17.2,84.92,0,0,,0,0,,0.9,44,1018.6,37.7,13.7,0,,0,,Partially cloudy,partly-cloudy-night,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-18T00:00:00,19.3,19.3,17.6,90.03,0,0,,0,0,,0,0,1018.7,38.4,14.2,0,,0,,Partially cloudy,partly-cloudy-night,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-18T01:00:00,19.3,19.3,17.6,90.03,0,0,,0,0,,1.2,336,1018.9,38.4,14.2,0,,0,,Partially cloudy,partly-cloudy-night,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-18T02:00:00,18.7,18.7,17.5,92.8,0,0,,0,0,,1.2,303,1019.2,38.4,14.2,0,,0,,Partially cloudy,partly-cloudy-night,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-18T03:00:00,18.7,18.7,17.6,93.34,0,0,,0,0,,0,0,1019.2,38.4,13.8,0,,0,,Partially cloudy,partly-cloudy-night,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-18T04:00:00,18.2,18.2,17.1,93.27,0,0,,0,0,,5.8,26,1019.5,38.4,12.3,0,,0,,Partially cloudy,partly-cloudy-night,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-18T05:00:00,18.3,18.3,16.9,91.18,0,0,,0,0,,5,51,1020.1,38.4,10.2,0.5,0,0,,Partially cloudy,partly-cloudy-night,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-18T06:00:00,17.5,17.5,15.1,86.02,0,0,,0,0,,4.5,19,1021.2,92.5,13.9,14,0.1,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,F1417,KNYC,72503014732"""
"New York City,2018-05-18T07:00:00,18,18,12.6,70.85,0,0,,0,0,,15.8,70,1022.4,92.5,16,34,0.1,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,F1417,KNYC,72503014732"""
"New York City,2018-05-18T08:00:00,17.9,17.9,10.3,61.1,0,0,,0,0,33.5,18,61,1023.2,65.3,16,80,0.3,1,,Partially cloudy,partly-cloudy-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-18T09:00:00,17.5,17.5,10.2,62.33,0,0,,0,0,37.6,21,65,1024.3,55.1,16,164,0.6,2,,Partially cloudy,partly-cloudy-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-18T10:00:00,17,17,8.5,57.17,0,0,,0,0,41.4,18.4,60,1025,38.4,16,234,0.8,2,,Partially cloudy,partly-cloudy-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-18T11:00:00,17.1,17.1,6,47.72,0,0,,0,0,34.5,19.2,70,1025.5,38.4,16,275,1,3,,Partially cloudy,partly-cloudy-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-18T12:00:00,17,17,5.7,47.32,0,0,,0,0,34.3,18.2,72,1026.3,37.7,16,292,1.1,3,,Partially cloudy,partly-cloudy-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-18T13:00:00,17,17,4.7,44.27,0,0,,0,0,33,17.4,52,1026.5,38.4,16,339,1.2,3,,Partially cloudy,partly-cloudy-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-18T14:00:00,17.1,17.1,5,44.63,0,0,,0,0,37.1,18.1,64,1026.8,38.4,16,386,1.4,4,,Partially cloudy,partly-cloudy-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-18T15:00:00,17.2,17.2,5.3,45.35,0,0,,0,0,32,19.9,71,1026.7,100,16,393,1.4,4,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-18T16:00:00,18.5,18.5,5.6,42.53,0,0,,0,0,27,15.2,70,1026.4,100,16,452,1.6,5,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-18T17:00:00,17.5,17.5,3.9,40.43,0,0,,0,0,33.3,15.9,75,1026.2,100,16,253,0.9,3,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-18T18:00:00,17.1,17.1,3.7,41.04,0,0,,0,0,,13.6,78,1026.3,100,16,139,0.5,1,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-18T19:00:00,16.7,16.7,3.5,41.49,0,0,,0,0,35.3,8.8,81,1026.9,100,16,68,0.2,1,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-18T20:00:00,15.8,15.8,3.2,43.08,0,0,,0,0,,11.7,63,1027.5,100,16,19,0.1,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-18T21:00:00,15,15,1.5,39.78,0,0,,0,0,,10.8,97,1027.9,100,16,0,,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-18T22:00:00,14.3,14.3,1.1,40.39,0,0,,0,0,,15.3,106,1028.4,100,16,0,,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-18T23:00:00,13.9,13.9,0.2,39.15,0,0,,0,0,,6.1,35,1028.4,100,16,0,,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-19T00:00:00,13.5,13.5,0.7,41.46,0,0,,0,0,,11.7,78,1028.2,100,16,0,,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-19T01:00:00,13.4,13.4,1.7,44.76,0,0,,0,0,,13.2,50,1028.2,100,16,0,,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-19T02:00:00,12.5,12.5,3,52.34,0,0,,0,0,,14.9,36,1027.7,100,16,0,,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-19T03:00:00,12.3,12.3,3.8,55.96,0,0,,0,0,,15.3,47,1027,100,16,0,,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-19T04:00:00,11.8,11.8,4.6,61.38,0,0,,0,0,27.7,15.1,46,1026.5,100,16,0,,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-19T05:00:00,10.4,10.4,6.9,78.73,0.12,100,rain,0,0,31.7,19.3,69,1026.2,100,13.8,0.4,0,0,,""Rain, Overcast"",rain,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-19T06:00:00,10.2,10.2,8.2,87.37,0.47,100,rain,0,0,,12.8,52,1026.5,100,11.3,5,0,0,,""Rain, Overcast"",rain,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-19T07:00:00,10.2,10.2,8.8,90.86,1.59,100,rain,0,0,,12.8,66,1026.6,100,5.8,9,0,0,,""Rain, Overcast"",rain,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-19T08:00:00,10.2,10.2,8.9,91.54,1.44,100,rain,0,0,,8.9,67,1026.8,100,4.9,34,0.1,0,,""Rain, Overcast"",rain,""72505394728,KEWR,KLGA,F1417,KNYC,72503014732"""
"New York City,2018-05-19T09:00:00,10.8,10.8,9.5,91.14,1.42,100,rain,0,0,,13.6,72,1026.3,100,7.1,70,0.3,1,,""Rain, Overcast"",rain,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-19T10:00:00,10.8,10.8,10,95.02,0.52,100,rain,0,0,,11.9,63,1025.8,100,6,81,0.3,1,,""Rain, Overcast"",rain,""72505394728,KEWR,KLGA,F1417,KNYC,72503014732"""
"New York City,2018-05-19T11:00:00,11,11,10.1,94.15,0.83,100,rain,0,0,,16,84,1025.3,100,6.1,93,0.3,1,,""Rain, Overcast"",rain,""72505394728,KEWR,KLGA,F1417,KNYC,72503014732"""
"New York City,2018-05-19T12:00:00,11.9,11.9,11.2,95.57,0.75,100,rain,0,0,,13.3,54,1024.6,100,5.1,111,0.4,1,,""Rain, Overcast"",rain,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-19T13:00:00,11.8,11.8,11.1,95.58,1.59,100,rain,0,0,,13.2,72,1023.5,100,4,97,0.3,1,,""Rain, Overcast"",rain,""72505394728,KEWR,KLGA,F1417,KNYC,72503014732"""
"New York City,2018-05-19T14:00:00,12.4,12.4,11.8,95.97,5.33,100,rain,0,0,,11.4,81,1023.2,100,5.6,113,0.4,1,,""Rain, Overcast"",rain,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-19T15:00:00,12.7,12.7,12.1,96.45,0.26,100,rain,0,0,,5.2,29,1022.5,100,3,138,0.5,1,,""Rain, Overcast"",rain,""72505394728,KEWR,KLGA,F1417,KNYC,72503014732"""
"New York City,2018-05-19T16:00:00,13.1,13.1,12.4,95.45,0.07,100,rain,0,0,,6.1,28,1021.5,100,4.1,102,0.4,1,,""Rain, Overcast"",rain,""72505394728,KEWR,KLGA,F1417,KNYC,72503014732"""
"New York City,2018-05-19T17:00:00,13.4,13.4,12.7,95.67,0,0,,0,0,,11,61,1020.9,100,4.3,65,0.2,1,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-19T18:00:00,13.3,13.3,12.6,95.8,0,0,,0,0,,7.9,54,1020.6,100,2.7,34,0.1,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,F1417,KNYC,72503014732"""
"New York City,2018-05-19T19:00:00,13.2,13.2,12.7,96.38,0,0,,0,0,,4.5,34,1019.7,100,1.4,23,0.1,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-19T20:00:00,13.2,13.2,12.8,97.09,0,0,,0,0,,2.5,17,1019,100,1.4,8,0,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-19T21:00:00,13.2,13.2,12.7,97.09,0,0,,0,0,,2.9,28,1019,74.6,1.4,0,,0,,Partially cloudy,partly-cloudy-night,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-19T22:00:00,12.7,12.7,12.2,96.73,0.02,100,rain,0,0,,3.4,32,1019.1,100,1.4,0,,0,,""Rain, Overcast"",rain,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-19T23:00:00,12.8,12.8,12.3,96.73,0.29,100,rain,0,0,,2.6,15,1018.4,65.2,2,0,,0,,""Rain, Partially cloudy"",rain,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-20T00:00:00,13.2,13.2,12.6,96.08,0,0,,0,0,,1.8,8,1018.3,89.8,2.1,0,,0,,Partially cloudy,partly-cloudy-night,""72505394728,KEWR,KLGA,KNYC,72503014732"""
"New York City,2018-05-20T01:00:00,13.2,13.2,12.8,97.09,0,0,,0,0,,1.7,30,1017.2,90.6,2.6,0,,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-20T02:00:00,13.5,13.5,13.1,97.1,0,0,,0,0,,0,0,1016.4,82.8,1.2,0,,0,,Partially cloudy,partly-cloudy-night,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-20T03:00:00,13.9,13.9,13.4,97.1,0,0,,0,0,,1.2,24,1015.5,82.8,1.2,0,,0,,Partially cloudy,partly-cloudy-night,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-20T04:00:00,14.7,14.7,14.2,96.78,0,0,,0,0,,1.2,360,1015.2,92.2,1.8,0,,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-20T05:00:00,14.7,14.7,14,96.07,0,0,,0,0,,1.7,30,1014.8,100,2,1.5,0,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-20T06:00:00,16.1,16.1,15.7,97.64,0,0,,0,0,,0,0,1014.5,100,2.9,8,0,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,F1417,KNYC,72503014732"""
"New York City,2018-05-20T07:00:00,18.3,18.3,17.8,96.97,0,0,,0,0,,4.8,132,1014.5,98.9,4,38,0.1,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,F1417,KNYC,72503014732"""
"New York City,2018-05-20T08:00:00,20,20,19.1,94.67,0,0,,0,0,,8.7,205,1014.5,100,9,84,0.3,1,,Overcast,cloudy,""72505394728,KEWR,KLGA,F1417,KNYC,72503014732"""
"New York City,2018-05-20T09:00:00,21.1,21.1,20,92.97,0,0,,0,0,37.1,19,224,1014.5,100,13.2,168,0.6,2,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-20T10:00:00,22.3,22.3,20.1,87.15,0,0,,0,0,,16.8,234,1014.1,97.5,15.3,261,0.9,3,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-20T11:00:00,24.1,24.1,19.8,77.22,0,0,,0,0,37.1,12.9,240,1013.8,95.7,16,535,1.9,5,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-20T12:00:00,24.9,24.9,19.2,70.61,0,0,,0,0,44.6,13.1,246,1013.5,95.7,16,537,1.9,5,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-20T13:00:00,27.1,28.1,18,57.42,0,0,,0,0,44.6,18.5,269,1013.3,65,16,816,2.9,8,,Partially cloudy,partly-cloudy-day,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
